"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","transgenic_line","firing_rate","fast_trough_t_short_square","fast_trough_v_short_square","peak_t_short_square","peak_v_short_square","slow_trough_t_short_square","slow_trough_v_short_square","threshold_i_short_square","threshold_t_short_square","threshold_v_short_square","trough_t_short_square","trough_v_short_square","upstroke_downstroke_ratio_short_square"
"187",332.401536,214.687585831,0.110406376421,-99.2187576294,-75.1252746582,"Htr3a-Cre_NO152",29.5036824967,1.02496666667,-58.8072942098,1.02346,40.1666666667,1.5453025,-75.9739583333,350,1.02316583333,-45.1666679382,1.5453025,-75.9739596049,2.98034023086
"204",217.243296,194.375008345,0.0493998341262,-90.125,-68.5249328613,"Nkx2-1-CreERT2",21.8059704747,1.02454,-53.8359394073,1.023455,40.5703144073,1.427565,-69.5625019073,420,1.02313,-37.953127861,1.427565,-69.5625019073,2.28618242457
"207",178.153936,150.625005364,0.020873464644,-90.1562576294,-73.6513824463,"Nkx2-1-CreERT2",17.8280358598,1.02827,-63.4687538147,1.02345,14.8750011921,1.70239,-74.3593788147,570,1.023065,-38.4140634537,1.70239,-74.3593788147,2.42781652736
"225",123.666592,93.3592766523,0.042190734297,-84.09375,-75.77318573,"Pvalb-IRES-Cre",78.4434099009,1.02392416667,-63.2135423024,1.02328833333,12.1041669846,1.56075916667,-75.9479192098,540,1.02302166667,-52.6770846049,1.56075916667,-75.9479192098,1.38061165415
"230",267.645056,230.156332254,0.270871907473,-99.0625,-73.4133911133,"Htr3a-Cre_NO152",30.2617642609,1.0244475,-58.6302115122,1.023515,36.7239602407,1.17321833333,-74.0625038147,280,1.02311333333,-47.9635442098,1.17321833333,-74.0625038147,1.91077639753
"243",387.07952,468.415170908,0.0411055423319,-96.3125,-67.4194869995,"Sst-IRES-Cre",33.0722007483,1.024125,-60.53125,1.023135,34.625,1.666,-67.625,430,1.022795,-44.625,1.666,-67.625,1.95877312045
"246",219.979024,186.718642712,0.127457618713,-96.9375076294,-76.3768463135,"Sst-IRES-Cre",16.5702656939,1.02448875,-64.187502861,1.0233875,23.1015634537,1.41012625,-77.015630722,430.000030518,1.02305375,-49.117190361,1.41012625,-77.0156326294,1.82917491978
"252",209.048544,210.781291127,0.0397304669023,-91.96875,-68.2111053467,"Sst-IRES-Cre",20.0073360232,1.024229,-59.9812522888,1.023447,32.4562507629,1.315856,-69.1750045776,0,1.023164,-44.1187538147,1.315856,-69.1750045776,1.83929585983
"265",187.116976,182.81237781,0.117170937359,-89.4687576294,-69.3327636719,"Ndnf-IRES2-dgCre",36.7985280589,1.024668,-55.6750022888,1.023388,32.7000007629,1.05246,-70.3875030518,390,1.02308,-42.1687522888,1.05246,-70.3875030518,2.56836759615
"279",232.153328,422.031313181,0.0748344138265,-98.96875,-66.7581329346,"Sst-IRES-Cre",22.1536513965,1.024386,-55.4687515259,1.023112,19.6562511444,1.642853,-67.3125045776,600,1.022723,-36.8437522888,1.642853,-67.3125045776,1.74702807695
"280",131.534336,91.7188674212,0.0427062027156,-83.7187576294,-72.9193115234,"Pvalb-IRES-Cre",127.632418634,1.02365,-65.3187530518,1.02318,21.5875003815,1.652679,-74.0625,570,1.022973,-46.2187515259,1.652679,-74.0625,1.21518453344
"281",225.293296,231.562420726,0.0236294623464,-96.0312576294,-71.2807159424,"Vip-IRES-Cre",22.7258640993,1.024332,-56.4375022888,1.023336,41.6750007629,1.60636,-71.5125045776,499.999969482,1.023008,-45.3687515259,1.60636,-71.5125045776,2.88153401493
"293",356.36832,262.890517712,0.077836945653,-98.875,-73.1615219116,"Sst-IRES-Cre",12.4368265741,1.024517,-59.0937507629,1.023631,40.3625007629,1.717196,-74.15,340,1.023288,-48.5062538147,1.717196,-74.15,2.12091022076
"314",140.456,139.374956489,0.0474112145603,-88.5,-72.1893692017,"Htr3a-Cre_NO152",20.1507951168,1.024539,-58.5750022888,1.023361,29.2437515259,1.317778,-74.2937545776,730,1.023068,-44.4187530518,1.317778,-74.2937545776,2.24732120482
"322",74.373624,36.562461406,0.0477078333497,-88.96875,-77.0860366821,"Pvalb-IRES-Cre",65.2695867037,1.023738,-69.1937530518,1.023214,25.7750011444,1.367656,-76.8062515259,498,1.022966,-50.1875022888,1.367656,-76.8062515259,1.16193521864
"394",345.971648,341.718673706,0.0355428121984,-101.968757629,-74.6933822632,"Chrna2-Cre_OE25",20.202879442,1.02476,-61.5312538147,1.02340571429,32.2008931296,1.82014,-75.1473257882,530,1.02298,-41.6785741534,1.82014,-75.1473257882,2.03263879461
"411",239.256544,210.156217217,0.100539937615,-96.1562576294,-73.0956115723,"Htr3a-Cre_NO152",12.9505465719,1.02437,-54.7187530518,1.023362,44.5500007629,1.842841,-73.89375,310,1.023093,-47.0250030518,1.842841,-73.89375,3.08562433496
"416",192.807776,182.656213641,0.0680871158838,-97.5937576294,-77.9012298584,"Chrna2-Cre_OE25",12.4247611685,1.024755,-62.656252861,1.023505,32.9921894073,1.46947,-78.0781288147,720,1.023085,-50.312502861,1.46947,-78.0781288147,2.20316752225
"424",441.202464,380.781233311,0.218152210116,-98.65625,-69.4236221313,"Chrna2-Cre_OE25",33.3910720621,1.03151166667,-59.1562525431,1.03045833333,27.9687512716,1.30766166667,-69.7187525431,300,1.030115,-39.8958346049,1.30766166667,-69.7187525431,1.66107738417
"440",181.62328,99.0623831749,0.0307512935251,-100.28125,-76.7705001831,"Pvalb-IRES-Cre",83.6879146585,1.02394166667,-71.7083358765,1.02336833333,15.8333336512,1.18674,-76.9583333333,0,1.02308833333,-54.1145858765,1.18674,-76.9583333333,1.17417565845
"451",273.04608,186.718717217,0.0737541764975,-92.46875,-71.5811462402,"Sst-IRES-Cre",27.392257122,1.024634,-57.7312522888,1.023436,19.4562507629,1.271072,-71.6750015259,580,1.023057,-47.8312530518,1.271072,-71.6750015259,2.05387358123
"460",297.790624,190.134003758,0.0392634160817,-94.4375,-73.6521224976,"Pvalb-IRES-Cre",58.4747327602,1.02548083333,-58.8437519073,1.02335416667,4.76562523842,1.31913166667,-74.9791692098,68.3333333333,1.02306833333,-41.3020852407,1.31913166667,-74.9791692098,1.75799136947
"483",189.404256,214.464262128,0.0666440650821,-96.1250076294,-71.5020294189,"Sst-IRES-Cre",20.3571065052,1.026745,-56.828125,1.023645,3.21875011921,1.62802625,-71.937505722,0,1.0232225,-39.414065361,1.62802625,-71.937505722,2.03861412117
"486",380.892416,291.406184435,0.0525948405266,-97.84375,-68.7102890015,"Sst-IRES-Cre",81.7725166465,1.02404166667,-61.708337148,1.023245,20.1250006358,1.454635,-70.0520858765,350,1.02295333333,-42.1354179382,1.454635,-70.0520858765,1.40004273299
"495",184.436208,114.531256258,0.0726962611079,-99.96875,-75.6578292847,"Pvalb-IRES-Cre",98.6842105263,1.023963,-62.8062553406,1.023296,27.6937515259,1.634322,-76.7187530518,101.999993896,1.023026,-45.6875007629,1.634322,-76.7187530518,1.37203574081
"507",179.331648,139.375001192,0.0724908262491,-84.59375,-68.9802322388,"Htr3a-Cre_NO152",23.9741912619,1.02460166667,-56.2864596049,1.02333,28.9791676203,1.3265,-69.9843775431,169.999989827,1.023,-42.703125,1.3265,-69.9843775431,2.39722280875
"526",203.957264,147.812530398,0.0149024743587,-81.5312576294,-65.2453231812,"Ndnf-IRES2-dgCre",31.3164075607,1.02571666667,-55.0885442098,1.02354333333,23.723959287,1.69095666667,-65.8802134196,469.999969482,1.02315,-41.2083346049,1.69095666667,-65.8802134196,2.4089963345
"566",249.251248,207.65632391,0.146811291575,-96.9687576294,-73.3074264526,"Sst-IRES-Cre",21.6095903362,1.02426833333,-61.848962148,1.02338,26.3072923024,1.20969416667,-74.3750063578,610,1.02302166667,-42.8333346049,1.20969416667,-74.3750063578,1.38996744372
"588",324.972512,194.531053305,0.0784129947424,-100.65625,-80.6183547974,"Pvalb-IRES-Cre",19.1315346148,1.024025,-60.2656269073,1.0233875,25.2656259537,1.3792225,-80.46875,0,1.023095,-49.078125,1.3792225,-80.46875,1.38914872421
"595",301.899872,328.125,0.0192732177675,-102.65625,-64.7194137573,"Htr3a-Cre_NO152",34.9711488022,1.024235,-60.1750038147,1.023373,27.8937511444,1.758652,-66.4187545776,330,1.023021,-42.5062522888,1.758652,-66.4187545776,1.49143985031
"610",135.434912,128.906175494,0.0333370417356,-99.7500076294,-75.9636688232,"Pvalb-IRES-Cre",61.2413624162,1.023586,-65.2437515259,1.022889,16.9625007629,1.417368,-76.7500030518,509.999969482,1.022624,-47.0750030518,1.417368,-76.7500030518,1.28375751421
"613",263.33368,166.09378159,0.0261067450047,-92.28125,-74.4759140015,"Nkx2-1-CreERT2",72.0461095101,1.02414666667,-56.4218769073,1.02337666667,31.0572932561,1.15440666667,-75.364587148,460,1.02306666667,-41.8125025431,1.15440666667,-75.364587148,1.51524625074
"630",318.976576,203.90625298,0.0408348329365,-98.0937576294,-75.6354217529,"Sst-IRES-Cre",12.7231858857,1.02453375,-60.3671884537,1.02345375,25.2187509537,1.5955325,-76.0625,520,1.02311125,-44.5937509537,1.5955325,-76.0625,1.64651237471
"636",294.821152,187.656208873,0.136457264423,-99.0625,-79.2035446167,"Sst-IRES-Cre",25.826446281,1.02456,-62.0500015259,1.023394,24.2500007629,1.439806,-79.7625,244,1.023042,-43.65,1.439806,-79.7625,1.77185643846
"654",121.162568,111.250080168,0.00985852256417,-93.3125,-72.4832229614,"Pvalb-IRES-Cre",81.6898121134,1.0238675,-61.8593775431,1.02321333333,15.5781259537,1.35000416667,-73.0885467529,540,1.02298083333,-46.6458365122,1.35000416667,-73.0885480245,1.40578805563
"669",78.749264,103.437386453,0.0324804931879,-83.5937576294,-71.7685928345,"Htr3a-Cre_NO152",9.13017923683,1.02912666667,-61.7864602407,1.02332416667,25.1562512716,1.60183333333,-73.0729192098,830,1.02295666667,-39.3020865122,1.60183333333,-73.0729192098,2.40811641533
"671",172.653536,149.218559265,0.207872197032,-90.84375,-73.4568405151,"Chrna2-Cre_OE25",17.1695926514,1.0247,-56.1250030518,1.023536,40.3125015259,1.241672,-74.2687530518,750,1.023128,-47.5125030518,1.241672,-74.2687530518,2.37637355912
"677",412.892288,284.062385559,0.077246196568,-91.75,-70.5716781616,"Chrna2-Cre_OE25",43.3938091499,1.0259,-57.5312538147,1.02346,4.50000047684,1.51038,-70.6562576294,400,1.023,-35,1.51038,-70.6562576294,1.89234214396
"702",223.109568,232.187509537,0.111068345606,-96.71875,-71.7542190552,"Sst-IRES-Cre",25.555159214,1.02445833333,-60.4687525431,1.0233925,20.5208336512,1.2830025,-72.3906288147,440,1.023045,-45.0781269073,1.2830025,-72.3906300863,1.67728840339
"715",183.381344,189.06250596,0.11237899214,-96.0625,-74.3197021484,"Sst-IRES-Cre",9.22339051835,1.024802,-55.8750030518,1.023393,35.89375,1.562677,-75.2750045776,510,1.022995,-45.2625007629,1.562677,-75.2750045776,2.7052080263
"727",125.898584,66.875115037,0.0498955063522,-85.9687576294,-76.5811386108,"Gad2-IRES-Cre",99.6760528283,1.024165,-62.6562538147,1.023365,22.71875,2.003205,-77.78125,0,1.023085,-47.28125,2.003205,-77.78125,1.48173624465
"749",252.710896,231.562614441,0.244886443019,-91.875,-66.3758010864,"Htr3a-Cre_NO152",91.2616929044,1.02424285714,-52.8303587777,1.02331214286,36.2366093227,1.511635,-67.0223246983,380,1.023035,-42.2098230634,1.511635,-67.0223246983,2.30018061957
"791",287.679552,221.093714237,0.0425620898604,-97.3437576294,-74.0521774292,"Pvalb-IRES-Cre",92.1612315171,1.02406416667,-58.6927108765,1.023225,17.6197926203,1.28609166667,-74.833337148,349.999974569,1.02295166667,-43.2031275431,1.28609166667,-74.833337148,1.59107339004
"797",220.416992,74.21875,0.0696823075414,-86.34375,-69.6425094604,"Pvalb-IRES-Cre",179.32431003,1.02386125,-63.2187519073,1.02329625,17.5312504768,1.66102375,-73.5703125,115,1.023025,-53.242190361,1.66102375,-73.5703125,1.25105172871
"862",129.36264,223.437577486,0.196279138327,-90.46875,-65.7717132568,"Sst-IRES-Cre",19.6416490256,1.02579833333,-61.026043574,1.02364916667,16.0000006358,1.273295,-65.7291679382,380,1.02313833333,-40.3802083333,1.273295,-65.7291679382,1.82117838781
"882",179.327808,183.906212449,0.0880968868732,-96.78125,-77.7048721313,"Sst-IRES-Cre",22.3226742564,1.02421166667,-60.2187512716,1.02332083333,34.6718762716,1.53060416667,-78.5364646912,650,1.02299583333,-45.6406256358,1.53060416667,-78.5364646912,1.95740857691
"898",124.348424,85.2678567171,0.0462696291506,-94.625,-75.4902877808,"Pvalb-IRES-Cre",81.5931053826,1.02388,-60.3000007629,1.023222,17.4937503815,1.189003,-76.3125030518,630,1.02299,-45.925,1.189003,-76.3125030518,1.38406697219
"922",411.488128,248.437315226,0.140486836433,-100.28125,-70.3994216919,"Htr3a-Cre_NO152",21.068155483,1.024092,-60.1812515259,1.023329,35.8,1.581836,-72.0437515259,270,1.023077,-43.83125,1.581836,-72.0437515259,1.86838434104
"936",233.500064,164.174243808,0.0358238145709,-89.7812576294,-71.7546920776,"Nkx2-1-CreERT2",17.7739859941,1.024968,-54.0312530518,1.023424,27.5875007629,1.51922,-72.3437545776,550,1.023084,-36.0187507629,1.51922,-72.3437545776,2.5797591093
"951",184.239136,167.008861899,0.121829211712,-92.3125076294,-72.6638336182,"Chat-IRES-Cre-neo",64.495324089,1.02413,-64.476568222,1.023385,32.015625,1.247725,-73.6484413147,590,1.023055,-47.1640644073,1.247725,-73.6484413147,1.55135604917
"954",176.425456,164.687469602,0.0220953691751,-99.6250076294,-70.6443405151,"Pvalb-IRES-Cre",110.634766976,1.023877,-62.1125030518,1.023227,24.5812511444,1.632955,-71.4125045776,312,1.022994,-41.4812507629,1.632955,-71.4125045776,1.39711739038
"957",163.21872,109.843865037,0.0344318971038,-98.5625,-75.1213531494,"Pvalb-IRES-Cre",105.076843818,1.023969,-62.2687538147,1.023315,17.4062511444,1.581903,-75.2375030518,187.999987793,1.023053,-48.71875,1.581903,-75.2375030518,1.37492444616
