"","input_resistance_mohm","ri","sag","vm_for_sag","vrest","transgenic_line","height","adaptation","avg_isi","f_i_curve_slope","latency","firing_rate","fast_trough_t_long_square","fast_trough_v_long_square","peak_t_long_square","peak_v_long_square","threshold_i_long_square","threshold_t_long_square","threshold_v_long_square","trough_t_long_square","trough_v_long_square","upstroke_downstroke_ratio_long_square"
"217",354.898944,291.875004768372,0.239930257201195,-99.4062576293945,-68.5587463378906,"Htr3a-Cre_NO152",71.8515663146973,0.105556259557962,21.231,0.0530821917808219,0.0190400000000002,47.1009373086524,1.093005,-53.28125,1.091745,17,50,1.09141,-38.28125,1.093015,-53.4062538146973,2.33900260581615
"227",207.780624,170.000001788139,0.0550365969538689,-85.9687576293945,-67.1660690307617,"Vip-IRES-Cre",87.7437553405762,0.0984045042951163,67.0218181818182,0.1891732250347,0.0119,14.920514350822,1.05582,-48.3750038146973,1.05404,32.3125,119.999992370605,1.05362,-32.375,1.05584,-48.40625,3.12404472056851
"243",387.07952,468.415170907974,0.041105542331934,-96.3125,-67.4194869995117,"Sst-IRES-Cre",95.15625,0.010706707499499,30.236875,0.52572815049044,0.0276350000000001,33.0722007482585,1.25127,-53.59375,1.250305,34.90625,20,1.249905,-42.875,1.99848,-56.6875,1.87678559538342
"277",212.717072,357.142865657806,0.0710114762187004,-85.8125,-59.3971290588379,"Gad2-IRES-Cre",78.6625026702881,0.028414686978365,58.0909375,0.232499996685982,0.016375,17.2143890774701,1.093015,-51.59375,1.091335,22.28125,29.9999980926514,1.090835,-37.0312538146973,1.11637,-51.9375,2.44329348810457
"278",201.548544,114.374995231628,0.0562333464622498,-90.8125076293945,-77.6397933959961,"Pvalb-IRES-Cre",82.0078139305115,0.0148176212290589,108.524444444444,1.17527312893279,0.0164800000000001,9.21451388320095,1.13696,-61.5937538146973,1.13626,14.3437509536743,200,1.13594,-40.7187538146973,1.13706,-61.7187538146973,1.20768582663842
"279",232.153328,422.031313180923,0.0748344138264656,-98.96875,-66.7581329345703,"Sst-IRES-Cre",75.1250026702881,0.0287926829891342,45.1392857142857,0.480027173913043,0.0370900000000001,22.1536513964712,1.14404,-52.40625,1.142755,15.1250009536743,50,1.142305,-39.4375038146973,1.14406,-52.4687538146973,1.80530732554054
"288",239.244688,174.375116825104,0.0130160385742784,-85.0312576293945,-65.881477355957,"Nkx2-1-CreERT2",72.8242218494415,-0.0000772783694761309,10.1684536082474,1.25743980702743,0.00494000000000017,98.3433704402135,1.02834,-56.625,1.0274,16.5625019073486,160,1.02702,-45.8437538146973,1.02842,-56.6875038146973,1.50806366644902
"332",107.425568,55.1562495529652,0.034227941185236,-87.6250076293945,-81.5586090087891,"Pvalb-IRES-Cre",95.1562507629395,0.00472531752435087,12.5802702702703,0.844981139469947,0.0608200000000001,79.4895481985948,1.7741,-60.1250038146973,1.77342,14.7187509536743,520,1.77308,-39,1.77416,-60.2812538146973,1.28281784644514
"339",222.154768,147.812500596046,0.0348414592444897,-101.125,-70.9617233276367,"Pvalb-IRES-Cre",74.3541674613953,-0.000706944546691596,44.6777272727273,0.92279533756504,0.012065,22.3825172192774,1.449305,-54.0625,1.44838,8,190,1.44804,-33.1250038146973,1.449495,-54.25,1.28702791856459
"342",211.534848,169.062495231628,0.0413484051823616,-84.5,-64.2588348388672,"Sst-IRES-Cre",101.388395581927,0.017017834700547,53.6713888888889,0.424666666666666,0.0212600000000001,18.6319009196913,1.115755,-62.1875,1.114745,34.125,90,1.114295,-42.09375,1.11587,-62.28125,1.71716984563317
"355",158.307792,143.437504768372,0.0068384101614356,-84.8437576293945,-69.0822906494141,"Htr3a-Cre_NO152",87.0625022888184,-0.014975287999979,59.9146666666667,0.184821429775683,0.0538350000000001,16.6904041303187,1.547145,-54.2812538146973,1.541885,14.3125009536743,170,1.541405,-34.5625038146973,1.552175,-56.2812538146973,2.96135842891024
"365",402.665312,315.937489271164,0.0728969126939774,-101.9375,-72.3513641357422,"Htr3a-Cre_NO152",85.1937530517578,0.0131544278271083,19.8426530612245,0.602496159754224,0.0107300000000001,50.396486644931,1.070985,-53.9687538146973,1.069505,28.8437519073486,40,1.06912,-45.375,1.07124,-54.15625,2.83195192892287
"374",141.185456,95.3126102685928,0.0731262862682343,-82.90625,-72.6440582275391,"Nkx2-1-CreERT2",86.9000045776367,0.00589447235473194,20.5372093023256,0.755639797700762,0.07264,48.692107349111,1.20558,-54.40625,1.2048,23.3125019073486,320,1.20444,-32.1875038146973,1.20562,-54.5000038146973,1.37486615319161
"401",171.228576,142.499998211861,0.00815309025347233,-75.34375,-59.7569160461426,"Nkx2-1-CreERT2",79.851565361023,-0.0016524806905993,42.6133333333333,0.239977490096768,0.59416,23.4668335419274,1.94556,-45.4062538146973,1.94344,16,130,1.94294,-34.28125,1.9484,-46.5625038146973,2.6167748087126
"402",235.61712,236.249998211861,0.177934944629669,-94.0000076293945,-67.1558456420898,"Sst-IRES-Cre",103.018752288818,0.00907719143355048,47.4734210526316,0.369432773109244,0.03643,21.0644183171747,1.11545,-63.2499961853027,1.11442,36.0000038146973,70,1.114025,-38.1875,1.11549,-63.3750038146973,1.76415520251621
"424",441.202464,380.781233310699,0.218152210116386,-98.65625,-69.4236221313477,"Chrna2-Cre_OE25",87.1250038146973,0.0190160693201317,29.948125,0.696521724154683,0.017455,33.3910720621074,1.118335,-58.9062538146973,1.117305,25.6562519073486,29.9999980926514,1.11694,-41.5312538146973,1.118435,-59.0625038146973,1.6689931708412
"428",191.475664,158.906280994415,0.0123020680621266,-87.5625,-68.9107208251953,"Pvalb-IRES-Cre",78.9687519073486,-0.0298406634582634,11.9627586206897,1.43518518518519,0.00670000000000015,83.592759137553,1.02966,-67.1875,1.0289,14.3125009536743,150,1.02856,-50.15625,1.02974,-67.3750076293945,1.32038439979096
"439",341.928832,279.062509536743,0.101829849183559,-99.90625,-73.481330871582,"Htr3a-Cre_NO152",76.40625,0.016399262850574,29.4224242424243,0.457671957671958,0.021625,33.9876820400848,1.08986,-52.5000038146973,1.08798,21.375,50,1.08755,-40.8750038146973,1.098695,-53.71875,2.99437911380745
"443",226.82648,148.749992251396,0.0565289407968521,-87.0625,-70.4658660888672,"Pvalb-IRES-Cre",96.9218762715658,0.00176158949381685,10.33,1.00594994191991,0.00763500000000006,96.8054211035818,1.041675,-64.40625,1.040865,26.5,110,1.040505,-42.125,1.041765,-64.5000076293945,1.37892105684667
"508",210.718512,192.187696695328,0.0855670869350433,-89.6875076293945,-68.9970245361328,"Sst-IRES-Cre",73.4765636920929,0.275096424476182,23.9825,0.0911676646706587,0.0165200000000001,41.6970707807776,1.05669,-57.8437538146973,1.05563,14.75,90,1.055275,-45.5625038146973,1.056745,-58.0000038146973,2.00201342948207
"518",191.230304,162.343710660934,0.0556559264659882,-86.09375,-67.3401947021484,"Vip-IRES-Cre",90.7187532697405,0.559148264984227,101.44,0.0493168697468479,0.01586,9.85804416403785,1.06568,-45,1.064,29.8125019073486,150,1.0635,-33.28125,1.0658,-45.0625,2.63884314496044
"520",427.492704,286.718547344208,0.0590216480195522,-98.34375,-66.9790344238281,"Chrna2-Cre_OE25",90.2421932220459,0.244985703323246,38.42,0.342829939429929,0.02302,26.0281103591879,1.09482,-55.5312538146973,1.09392,31.7500019073486,50,1.0935,-42.28125,1.09484,-55.5625038146973,1.65496471287911
"529",253.042464,324.218779802322,0.185133472084999,-98.84375,-71.4000549316406,"Sst-IRES-Cre",95.6250047683715,0.192964373214647,20.51,0.0500000039430766,0.0326950000000001,48.7567040468064,1.08434,-59.9375038146973,1.08356,37.8125,70,1.083195,-42.5,1.08435,-60.0312538146973,1.65190662895813
"551",158.9856,166.562497615814,0.0285468827933073,-79.0937576293945,-61.3519248962402,"Nkx2-1-CreERT2",88.4750061035157,0.000201052531739339,60.9253333333333,0.2185,0.0756400000000002,16.4135335054931,1.71486,-50.8437538146973,1.71248,32,90,1.71208,-31.5,1.72098,-55.7812538146973,3.4325724309308
"553",300.860736,287.343740463257,0.0848578065633774,-100.40625,-68.8796081542969,"Htr3a-Cre_NO152",74.1302111943563,0.0121442130046697,20.5891666666667,0.331183749247985,0.010985,48.5692313919131,1.07936,-51.3125038146973,1.077515,16.8125019073486,30.0000019073486,1.07711,-45.8437538146973,1.09194,-53.5000038146973,2.86133195391694
"588",324.972512,194.531053304672,0.0784129947423935,-100.65625,-80.6183547973633,"Pvalb-IRES-Cre",85.5312528610229,-0.0535960206168999,52.2697222222222,1.37697381578505,0.0233950000000001,19.1315346147919,1.240775,-61.375,1.240105,15.6875009536743,150,1.239765,-45.28125,1.240805,-61.5312538146973,1.28862501534802
"590",272.594112,232.031315565109,0.0807148590683937,-97.3125,-70.615348815918,"Sst-IRES-Cre",88.968754196167,0.0230517520741451,49.9884210526316,0.360044642857143,0.03302,20.004632651772,1.11248,-57.0937538146973,1.11116,21.375,70,1.11072,-39.9375038146973,1.11262,-57.2812538146973,1.88250579395065
"614",510.781248,310.468673706055,0.0866411253809929,-100.5,-71.5606994628906,"Chrna2-Cre_OE25",77.9479217529297,0.0448223385598186,43.5209090909091,0.546721311475409,0.0209000000000001,22.9774611994235,1.09288,-57.7812538146973,1.09192,25.71875,50,1.09154,-38.8750038146973,1.09292,-57.90625,1.67034722133505
"647",140.16848,80.6249231100082,0.0221640095114708,-100.156257629395,-80.1982574462891,"Pvalb-IRES-Cre",92.7312549591065,0.0033007250396921,19.1214705882353,0.792293831381032,0.0135000000000001,52.2972328611201,1.76827,-55.6562538146973,1.7671,9.46875,310,1.76671,-39.2187538146973,1.768415,-55.8125038146973,1.48061877648076
"648",257.175168,258.281290531158,0.00630711810663342,-98.3750076293945,-71.5616683959961,"Htr3a-Cre_NO152",87.7000053405762,0.324858079475495,31.2675,0.0881493506493507,0.02668,31.9820900295834,1.163055,-56.78125,1.162135,27.3125,70,1.161785,-44.4375,1.16318,-56.8437538146973,1.79592868602401
"668",90.62504,54.5313283801079,0.0313241854310036,-87.9062576293945,-81.3541107177734,"Pvalb-IRES-Cre",78.0052115122477,0.000943977306648595,9.585,1.00070296523517,0.261185,104.329681794471,1.95154,-61.2187538146973,1.950765,0,550,1.950405,-36.4062538146973,1.951615,-61.34375,0.960085556485808
"682",292.972032,240.625008940697,0.133915573358536,-92.875,-66.4022827148438,"Htr3a-Cre_NO152",67.1625017166138,0.00759860100271947,24.254,0.382142872536667,0.02301,41.2303125257689,1.07491,-52.0312538146973,1.073005,28.75,90,1.072475,-32.46875,1.074915,-52.09375,2.16049748217098
"715",183.381344,189.062505960464,0.112378992140293,-96.0625,-74.3197021484375,"Sst-IRES-Cre",91.7687530517578,0.0542311420998019,108.42,0.264670687806136,0.0486,9.22339051835455,1.184165,-51.375,1.18255,37.875,110,1.18211,-38.3125038146973,1.184395,-51.53125,2.83094609294611
"721",225.786848,245.312616229057,0.127577275037766,-96.5,-68.3804779052734,"Htr3a-Cre_NO152",77.0187526702881,0.0132166141318491,30.818064516129,0.497098214285714,0.0133450000000002,32.4485010885949,1.08152,-47.6875,1.079175,18.15625,50,1.07878,-42.6250038146973,1.09127,-51.6875,2.99727949576978
"742",76.713136,70.6249997019768,0.0273086652159691,-86.09375,-69.8803634643555,"Pvalb-IRES-Cre",66.60625,-0.0446251712713046,31.7875,0.888241267646244,0.36172,31.4589068029886,1.880955,-58.21875,1.88051,-1.28125,380,1.88028,-41.3125,1.880975,-58.2500038146973,1.07871078776733
"774",217.522496,188.169494271278,0.0492373257875443,-94.03125,-72.6786880493164,"Sst-IRES-Cre",71.3125023841858,-0.00591308283433415,137.272857142857,0.220209057632893,0.0325500000000001,7.28476131999876,1.05973,-53.96875,1.058665,8.6875,210,1.058305,-34.0625,1.05984,-54.15625,1.52633061489214
"790",202.385792,119.843676686287,0.0590093694627285,-86.9062576293945,-73.6918563842773,"Pvalb-IRES-Cre",89.7031259536743,0.00397437957749686,14.2527272727273,0.595941730773079,0.00959500000000002,70.1620104605178,1.030915,-65.375,1.02999,24.8125,220,1.02965,-43.6562538146973,1.03104,-65.53125,1.63105381865021
"800",152.475808,95.4688638448715,0.0669051557779312,-87.875,-76.9419479370117,"Pvalb-IRES-Cre",87.8437530517578,0.00163604642847792,10.456170212766,1.21780337954575,0.00894000000000017,95.6373107602145,1.03304,-65.0000076293945,1.03257,16,370,1.032295,-34,1.03304,-65.0000076293945,1.00082408414444
"803",158.493728,179.687425494194,0.0293397717177868,-89.625,-69.3307876586914,"Sst-IRES-Cre",82.4562519073486,0.0228207390089845,53.4323529411765,0.362352552293365,0.0160550000000002,18.7152529311389,1.079825,-57.1875,1.078845,24.7500019073486,110,1.07846,-45.15625,1.079855,-57.3125038146973,1.58803516309853
"806",242.403264,251.562505960464,0.00831763353198767,-93.21875,-65.2991027832031,"Sst-IRES-Cre",75.3437538146973,0.154108538307031,19.5716666666666,0.037280701754386,0.0156850000000002,51.094268926169,1.09148,-55.8125038146973,1.0905,19.46875,50,1.090175,-43.4375038146973,1.091545,-55.9375038146973,1.84254829149242
"814",235.200512,190.178707242012,0.0598619915544987,-92.5,-70.5497512817383,"Htr3a-Cre_NO152",93.5625038146972,0.202804701689532,123.11,0.260583952566411,0.02047,8.12281699293315,1.099035,-59.7187538146973,1.09803,28.9062519073486,90,1.09766,-44.03125,1.099095,-59.8437538146973,1.87610934116416
"831",220.019152,179.6875,0.0139154363423586,-87.96875,-65.2319946289062,"Htr3a-Cre_NO152",85.2750030517579,0.00628998341676461,44.7078571428572,0.376626758851035,0.02555,22.3674330175265,1.075505,-57.4687538146973,1.072965,26.6250019073486,50,1.072385,-43.2500038146973,1.079955,-59.7187538146973,3.09608358698238
"860",183.80992,195.624992251396,0.0780669972300529,-95.71875,-73.6294555664062,"Sst-IRES-Cre",101.942710240682,0.126489563122086,57.3463636363636,0.675045132117845,0.01989,17.4378973066375,1.0732,-62.1875,1.07229,35.71875,100,1.07191,-37.5625,1.073275,-62.3125038146973,1.42197805158807
"880",160.046368,118.281245231628,0.0246023330837488,-99.90625,-77.9198150634766,"Pvalb-IRES-Cre",85.9625,0.00337826585875643,18.0878703703704,0.885360292015209,0.0138750000000001,55.285668214324,1.13527,-62.375,1.13434,15.40625,230,1.133945,-37.2812538146973,1.135305,-62.4375,1.30536751417584
"884",94.735104,65.6250417232513,0.0283619705587626,-84.5625,-76.6020660400391,"Htr3a-Cre_NO152",82.3312526702881,0.00401596583890064,11.8871875,0.954910465953349,0.00958999999999999,84.1241883330266,1.03546,-59,1.03477,14.4687509536743,469.999969482422,1.034475,-33.1875,1.03551,-59.1562538146973,1.23896143573496
"913",221.14912,165.468797087669,0.0257941968739033,-88.0312576293945,-69.4596481323242,"Sst-IRES-Cre",88.7250038146973,0.586460945133253,115.595,0.0435267868820497,0.00899000000000005,8.65089320472339,1.04151,-50.2187538146973,1.04038,36.0937538146973,130,1.039935,-48.6875038146973,1.041645,-50.40625,1.97352828093711
"917",205.613552,199.21886920929,0.0886182710528374,-93.71875,-72.1688766479492,"Htr3a-Cre_NO152",86.0937549591064,0.429715440527453,203.98375,0.0771353011633698,0.0172300000000001,4.90235129023758,1.12347,-53,1.121975,30.1562519073486,70,1.12163,-42.4687538146973,1.14349,-56.0937538146973,3.10766366324772
"922",411.488128,248.437315225601,0.140486836433411,-100.28125,-70.3994216918945,"Htr3a-Cre_NO152",95.9812515258789,-0.000360097815135529,47.465,0.0738636363636364,0.0320450000000001,21.0681554829875,1.15853,-51.9375,1.157665,30.1250019073486,90,1.15734,-32.46875,1.15856,-52.0625,1.73075071278846
"924",125.492432,102.500036358833,0.125833943486214,-82.53125,-70.2407989501953,"Pvalb-IRES-Cre",75.7000045776368,0.0237323342187227,47.047,1.30613842987915,0.0542050000000001,21.2553404042766,1.495685,-57.8750038146973,1.495055,8.59375,209.999984741211,1.4948,-40.0625038146973,1.49569,-57.90625,1.34920583329805
"930",254.945376,176.09378695488,0.0984935313463211,-96.375,-76.8332595825195,"Chat-IRES-Cre-neo",94.8812538146973,0.3102381737027,321.166666666667,0.122829587342845,0.01142,3.11364815775817,1.04826,-52.6562538146973,1.04668,37.8437538146973,130,1.04632,-43,1.06042,-55.34375,3.2806085212018
"935",253.89192,272.343784570694,0.0799492225050926,-95.3125076293945,-65.7026062011719,"Vip-IRES-Cre",81.2062538146973,0.0213037537685132,28.1182857142857,0.539961382304653,0.0111400000000001,35.5640457658463,1.0867,-49.9062538146973,1.085,26.7812519073486,29.9999980926514,1.0846,-44.3125038146973,1.10744,-53.6562538146973,3.34846974731773
"957",163.21872,109.843865036964,0.0344318971037865,-98.5625,-75.1213531494141,"Pvalb-IRES-Cre",79.6750049591065,0.00152476145731147,9.51684466019417,1.44168562419896,0.00892500000000007,105.076843818064,1.03714,-58.8125038146973,1.036365,5.18750047683716,240.000015258789,1.03598,-34.2500038146973,1.037185,-58.9687538146973,1.09113195614032
