adaptation,avg_isi,f_i_curve_slope,fast_trough_t_long_square,fast_trough_t_ramp,fast_trough_t_short_square,fast_trough_v_long_square,fast_trough_v_ramp,fast_trough_v_short_square,input_resistance_mohm,latency,peak_t_long_square,peak_t_ramp,peak_t_short_square,peak_v_long_square,peak_v_ramp,peak_v_short_square,ri,sag,slow_trough_t_short_square,slow_trough_v_short_square,threshold_i_long_square,threshold_i_ramp,threshold_i_short_square,threshold_t_long_square,threshold_t_ramp,threshold_t_short_square,threshold_v_long_square,threshold_v_ramp,threshold_v_short_square,trough_t_long_square,trough_t_ramp,trough_t_short_square,trough_v_long_square,trough_v_ramp,trough_v_short_square,upstroke_downstroke_ratio_long_square,upstroke_downstroke_ratio_ramp,upstroke_downstroke_ratio_short_square,vm_for_sag,vrest,transgenic_line,reporter_status,height,firing_rate,binary_neuron
0.251829867569,70.105,0.0900793674157,1.08307,5.65970166667,1.025854,-50.3125038147,-50.8229179382,-54.6375030518,190.866704,0.029535,1.079695,5.65520666667,1.023478,25.7500019073,26.8020846049,26.3000015259,170.625045896,0.0146091291681,1.57757,-75.2062545776,150.0,115.875,780.0,1.079065,5.65451666667,1.022943,-43.3125,-38.6875025431,-49.9000030518,1.73933,5.68037666667,1.57757,-55.7812538147,-56.8125025431,-75.2062545776,2.84228464688,2.53823130443,2.91999029842,-94.0000076294,-75.3428726196,Rbp4-Cre_KL100,cre reporter positive,80.9375045776,14.264317809,Excitatory
0.00474667064417,7.17888888889,0.0655502392344,1.029705,,1.023790625,-64.5937576294,,-65.71484375,180.26936,0.005765,1.028935,,1.023030625,18.8750019073,,21.7265632153,114.218749106,0.0589748583734,1.363485625,-69.21484375,160.0,,350.0,1.028605,,1.022731875,-47.125,,-48.1210947037,1.029775,,1.363485625,-64.71875,,-69.21484375,1.3286690995,,1.36295629215,-83.125,-69.6380767822,Gad2-IRES-Cre,cre reporter positive,87.4414069653,139.297322396,Inhibitory
0.0479778872438,50.6313888889,0.291294653445,1.078045,4.11961333333,1.02419583333,-62.3437538147,-59.4375012716,-63.0104198456,254.30064,0.02136,1.07737,4.11890666667,1.02350833333,27.9375019073,28.6458346049,28.0208349228,188.749924302,0.0210860185325,1.39762166667,-77.2135454814,90.0,77.5,71.6666717529,1.07699,4.11852833333,1.02315,-49.78125,-48.5416692098,-50.6250019073,1.07807,4.11968166667,1.39762166667,-62.4375038147,-59.5625025431,-77.2135467529,1.51451050494,1.61299789158,1.50889352275,-97.53125,-76.1265106201,Sst-IRES-Cre,cre reporter positive,91.0312547684,19.7505938894,Inhibitory
0.00800751915747,42.8673913043,0.325524472486,1.101295,1.77569666667,1.0258825,-67.40625,-66.5937525431,-67.8020846049,318.735008,0.01323,1.09906,1.77360333333,1.02384166667,39.375,49.8333346049,50.8385423024,358.353376389,0.123362198472,1.05412416667,-68.546875,20.0,18.7916663488,200.0,1.09838,1.772935,1.02326666667,-48.09375,-44.5416692098,-46.0885423024,1.10159,1.77590166667,1.05412416667,-67.65625,-66.7916692098,-68.546875,2.35001740631,2.14212110641,2.26252501084,-100.1875,-66.2410736084,Sst-IRES-Cre,cre reporter positive,118.640626907,23.3277549571,Inhibitory
0.000606499008423,6.28686708861,2.50925139275,1.032065,9.04288833333,1.023625,-65.84375,-55.895837148,-66.2000030518,175.237632,0.00598,1.031545,9.04214666667,1.02314,6.68750047684,2.38541698456,19.3875011444,114.843562245,0.047112159431,1.693986,-77.7812530518,230.0,200.54166158,352.0,1.031285,9.041805,1.022917,-37.71875,-28.479168574,-51.6312522888,1.03208,9.04296166667,1.693986,-65.9375076294,-56.0312512716,-77.7812530518,0.986617100732,0.814803526504,1.19344644818,-101.250007629,-77.1630325317,Pvalb-IRES-Cre,cre reporter positive,85.5875041962,159.061737095,Inhibitory
0.0476945778402,62.894,0.159469707443,1.118395,4.17376,1.025411,-45.6875,-46.9583358765,-47.7625022888,173.447264,0.04292,1.11636,4.17170833333,1.023462,37.71875,40.0833339691,40.4937507629,210.468634963,0.0526439473033,1.411247,-77.4375045776,70.0,78.7916666667,780.0,1.11585,4.17120166667,1.022979,-37.7812538147,-35.3750025431,-44.6812515259,1.139235,4.20985833333,1.411247,-48.25,-53.0833358765,-77.4375061035,3.23716786738,3.03444217507,3.60751163592,-97.21875,-75.3036117554,Nr5a1-Cre,cre reporter positive,88.2562530518,15.8997678634,Excitatory
0.0239068846174,29.8609375,0.558357990282,1.18942,2.245815,1.02442,-61.3750038147,-60.2187525431,-61.859377861,360.87904,0.021375,1.18842,2.24481333333,1.0234275,23.6250019073,29.0312506358,25.3750014305,337.94644475,0.177770674229,1.31154125,-69.7109394073,20.0,30.625,350.0,1.18802,2.24438333333,1.02304375,-45.1250038147,-44.3020846049,-46.7500009537,1.189505,2.24586166667,1.31154125,-61.4687538147,-60.3229204814,-69.7109394073,1.64852353062,1.64063540826,1.67994706493,-100.031257629,-69.2231445312,Sst-IRES-Cre,cre reporter positive,87.2343792915,33.488566794,Inhibitory
0.0528032087226,92.848,0.184774066798,1.16854,2.25046666667,1.02484666667,-46.8125,-46.5937512716,-48.8541679382,504.248832,0.03838,1.16562,2.24792666667,1.02316,43.6875038147,45.9687512716,44.1354192098,402.764409781,0.154761508107,1.83182666667,-74.6458384196,50.0,30.7083326976,660.0,1.16512,2.24742,1.02274666667,-35.3125,-35.2812512716,-43.1041692098,1.20982,2.29513333333,1.83182666667,-55.6875038147,-55.958337148,-74.6458384196,3.43061702705,3.35407549738,3.38282987251,-104.968757629,-73.0341339111,Chrna2-Cre_OE25,cre reporter positive,92.989587148,10.7702912287,Inhibitory
0.0140817883169,51.6847222222,0.329910714286,1.18923,3.00639833333,1.02418,-63.0625038147,-62.1562525431,-64.6718788147,203.879312,0.02328,1.188445,3.00560833333,1.02331875,36.5000038147,37.9583346049,38.164065361,264.687508345,0.0848891288042,1.25033375,-66.8203125,50.0,49.625,210.0,1.18812,3.00526,1.0230025,-42.0625038147,-43.2604192098,-44.9375019073,1.18926,3.00643333333,1.25033375,-63.1562538147,-62.2708346049,-66.8203125,1.74920958041,1.69277806228,1.83484713115,-94.8750076294,-65.863571167,Sst-IRES-Cre,cre reporter positive,102.835944176,19.3480772848,Inhibitory
,61.145,0.0877221248241,1.089335,8.97773,1.025553,-48.5312538147,-48.1458358765,-53.7437522888,135.84384,0.028495,1.08618,8.97392166667,1.02358,23.5000019073,20.3645846049,25.9437511444,121.63464725,0.00599410245195,1.446244,-68.3312515259,200.0,198.833328247,830.0,1.085565,8.97318333333,1.023103,-36.59375,-32.3750012716,-47.6625015259,1.10257,8.99274,1.446244,-52.5312538147,-52.5625025431,-68.3312515259,2.44621614282,1.92411115424,2.8722062142,-80.5312576294,-68.0202865601,Rbp4-Cre_KL100,cre reporter positive,79.6875034332,16.3545670128,Excitatory
,,0.00544915078877,1.042855,6.67347333333,1.025011,-52.2187538147,-45.2187525431,-55.7875030518,231.658592,0.00999,1.040985,6.67166,1.023336,29.0000019073,28.447918574,35.7625007629,192.053586245,0.00735934078693,1.612528,-67.3937530518,140.0,141.291666667,450.0,1.040515,6.67096,1.022946,-39.6875038147,-31.1666679382,-48.1375022888,1.04305,6.69193333333,1.612528,-52.5000038147,-50.0208358765,-67.3937530518,2.47462646816,1.75805521193,2.93622788084,-86.75,-66.3029708862,Ntsr1-Cre_GN220,cre reporter positive,91.5500038147,,Excitatory
0.0872583040789,67.7532142857,0.216294642857,1.07639,3.117295,1.024358,-57.6875038147,-55.1458358765,-58.0375022888,277.678944,0.01694,1.075405,3.116345,1.023432,24.9375019073,24.6041679382,24.8812511444,238.28125,0.0131897740066,1.415886,-67.5812530518,50.0,52.4166666667,0.0,1.07507,3.11600333333,1.023123,-46.8437538147,-44.4791692098,-47.6687538147,1.07642,3.11739,1.415886,-57.75,-55.2916704814,-67.5812530518,2.0673130842,1.96157907973,2.03471580048,-92.0000076294,-66.556060791,Sst-IRES-Cre,cre reporter positive,82.9187534332,14.7594473641,Inhibitory
0.0361738299882,39.7744736842,0.272144673314,1.08975,1.69307,1.02447166667,-56.0625,-54.8593769073,-57.6145858765,594.601088,0.023255,1.08839,1.691635,1.02325666667,24.1875019073,26.203125,24.1354179382,476.562440395,0.0150903426111,1.83023166667,-70.1250050863,30.0000019073,16.7500004768,380.0,1.08792,1.6911675,1.02285666667,-44.7187538147,-43.5625019073,-45.6354192098,1.089815,1.7019875,1.83023166667,-56.2500038147,-55.0468769073,-70.1250050863,2.08763124465,2.20533166478,2.036319901,-101.343757629,-66.9524688721,Sst-IRES-Cre,cre reporter positive,81.7500038147,25.1417531741,Inhibitory
0.0154623126733,71.5476923077,0.141274452748,1.23948,5.74135333333,1.025428,-48.5312538147,-46.1770833333,-51.8750022888,169.609664,0.05996,1.23638,5.73885333333,1.02346,32.0,38.9791666667,36.8625022888,123.906247318,0.0693726539612,1.605676,-78.3750045776,100.0,117.708328247,1080.0,1.23594,5.73842666667,1.023104,-38.21875,-35.6354166667,-45.3062515259,1.27496,5.78220666667,1.605676,-59.2500038147,-55.6458333333,-78.3750045776,3.82407298378,3.99762224157,3.83065047134,-92.0625,-77.8588638306,Scnn1a-Tg3-Cre,cre reporter positive,88.7375045776,13.9766911796,Excitatory
,225.13,0.120358307535,1.17007,4.289245,1.027009,-46.0625,-46.7604166667,-51.2312515259,186.38848,0.12062,1.16569,4.28508666667,1.023657,20.5625,24.96875,25.4312507629,198.593750596,0.0686916410923,1.525379,-74.7875015259,70.0,81.625,0.0,1.164965,4.28437833333,1.023137,-35.8125,-35.875,-27.8875003815,1.208565,4.332895,1.525379,-51.9375,-53.7812512716,-74.7875015259,3.30288892398,3.3261024368,2.86714675978,-95.09375,-74.0220184326,Scnn1a-Tg2-Cre,cre reporter positive,76.6625022888,4.44187802603,Excitatory
0.0238049459206,64.0257142857,0.192937236984,1.15694,4.25414,1.024895,-47.84375,-49.3437525431,-50.8593769073,250.077936,0.05254,1.15528,4.25242666667,1.023525,45.3437538147,44.7812512716,45.3359394073,133.437380195,0.0483482480049,1.53851,-81.1953125,110.0,80.7916666667,0.0,1.15486,4.25197333333,1.023155,-37.40625,-36.4270846049,-47.9765644073,1.18186,4.29098,1.53851,-52.4375038147,-53.7812525431,-81.1953125,3.56934188396,3.42686631551,4.01802602132,-96.5,-80.5925750732,Nr5a1-Cre,cre reporter positive,96.1953163147,15.6187246196,Excitatory
,,0.203999998924,1.07723,4.346615,1.024625,-52.5312538147,-51.5312519073,-52.6250038147,359.283392,0.052085,1.075745,4.344885,1.02332,40.8125038147,42.0000019073,43.4375038147,148.437306285,0.0371574647725,1.85571,-81.8437576294,170.0,83.125,810.000061035,1.075355,4.3444825,1.02297,-44.5312538147,-40.671875,-51.8750038147,1.970905,4.38288,1.85571,-53.90625,-59.0781269073,-81.8437576294,3.68526284081,3.54998805243,4.02908700326,-94.1562576294,-80.2609176636,Nr5a1-Cre,cre reporter positive,96.0625076294,,Excitatory
,,0.0117647063632,1.04684,,1.0260625,-48.8437538147,,-52.1666673024,82.828368,0.012775,1.04461,,1.02367333333,32.78125,,36.369793574,66.2499591708,0.0778115019202,1.54707916667,-72.3125012716,390.0,,930.0,1.044115,,1.02319166667,-46.875,,-54.0885429382,1.89614,,1.54707916667,-51.21875,,-72.3125012716,3.71880188691,,3.633284959,-78.90625,-71.9792022705,Sst-IRES-Cre,cre reporter positive,88.5364608765,,Inhibitory
0.026013695361,84.2527272727,0.174621213842,1.2,8.54379333333,1.02574,-46.90625,-46.9166679382,-53.8250015259,162.225472,0.04248,1.1975,8.54131333333,1.023672,33.3750038147,37.34375,35.9000022888,160.156279802,0.16462264955,1.117364,-76.8000045776,170.0,188.0,0.0,1.19684,8.54063333333,1.023168,-33.65625,-32.0625006358,-46.5312515259,1.22254,8.57222666667,1.117364,-48.03125,-49.7083346049,-76.8000045776,2.45921838308,2.37927339508,2.88725853272,-93.9687576294,-76.3359832764,Ntsr1-Cre_GN220,cre reporter positive,89.7250038147,11.8690519864,Excitatory
0.13418215901,28.2175,0.0338008415147,1.149425,2.77798,1.024485,-59.3750038147,-56.8125,-60.5750015259,278.821728,0.024615,1.14831,2.776795,1.023344,27.3750019073,28.6875012716,27.8812507629,343.125075102,0.0152803426608,1.740821,-70.7875045776,40.0,43.9166666667,410.0,1.14791,2.776385,1.022985,-46.2187538147,-43.3229166667,-47.9,1.14951,2.77804333333,1.740821,-59.5312538147,-56.9270858765,-70.7875045776,2.0104735175,2.0623776388,2.0368430599,-101.093757629,-70.1568450928,Sst-IRES-Cre,cre reporter positive,88.4562522888,35.4390006202,Inhibitory
0.0423226332033,83.7481818182,0.190044256197,1.20621,5.43078166667,1.02513166667,-44.28125,-42.7500038147,-50.9895846049,243.125056,0.054805,1.2022,5.42896666667,1.02339666667,18.78125,32.5104179382,21.3697926203,187.343835831,0.0894831418991,1.53387083333,-79.255212148,90.0,110.208333333,758.333384196,1.201635,5.42846833333,1.0229425,-36.46875,-34.0520833333,-41.8593775431,1.25133,5.46941166667,1.53387083333,-55.7812538147,-53.239587148,-79.255212148,2.67899593469,2.75943401093,2.67732104721,-96.5312576294,-78.4394836426,Rbp4-Cre_KL100,cre reporter positive,72.3593772252,11.9405577326,Excitatory
0.0311050607805,62.4966666667,0.285904390113,1.269505,2.4180525,1.02511,-52.09375,-51.4375038147,-54.0437530518,338.62912,0.041805,1.267385,2.415935,1.023375,39.6875038147,42.390625,38.1875022888,339.620679617,0.0263885930181,1.719038,-74.9750045776,30.0000019073,34.8749990463,450.0,1.2669,2.4154475,1.02296,-42.8125038147,-42.1718769073,-48.4062507629,1.3053,2.44975,1.719038,-57.5,-55.9687519073,-74.9750045776,3.70159492503,3.87975891275,3.67776544233,-101.906257629,-72.08177948,Slc17a6-IRES-Cre,cre reporter positive,92.2312553406,16.0008533788,Excitatory
,315.8,0.241893644617,1.234845,3.14290166667,1.02545833333,-49.8125038147,-45.364587148,-49.3958358765,175.231728,0.139925,1.2326,3.140345,1.023555,45.5937538147,40.9687512716,46.8333358765,214.99992907,0.10556871444,1.21973,-69.0833358765,40.0,52.9999987284,550.0,1.23213,3.13982666667,1.023125,-41.0312538147,-36.4583358765,-43.8958346049,1.293445,3.195075,1.21973,-57.7812538147,-54.0104204814,-69.0833358765,3.80593320089,3.58578226716,4.04397664392,-92.2500076294,-68.580871582,Cux2-CreERT2,cre reporter positive,96.2291717529,3.16656111463,Excitatory
0.410374374792,24.8866666667,0.0531630740394,1.19904,11.0209266667,1.02443333333,-54.5937538147,-50.6354179382,-56.7500038147,302.033856,0.02222,1.19812,11.0196266667,1.02348,32.84375,18.9791676203,35.3541692098,287.343800068,0.155002474785,1.93082666667,-70.1562550863,40.0,250.0,300.0,1.19772,11.0190333333,1.0231,-40.0000038147,-38.71875,-47.4583333333,1.74374,11.0210866667,1.93082666667,-57.1875,-50.7916679382,-70.1562550863,1.78395503435,1.5811534012,1.86110792567,-100.375007629,-69.8161087036,Vip-IRES-Cre,cre reporter positive,92.1041730245,40.1821591214,Inhibitory
,,0.045998416562,1.04794,10.9344666667,1.02436,-53.4687538147,-45.1458346049,-55.2187522888,215.275376,0.01672,1.047,10.9328533333,1.023432,23.0000019073,15.583334287,29.9750011444,141.093716025,0.103318735957,1.604424,-73.8562515259,140.0,247.91666158,509.999969482,1.04668,10.9324266667,1.023144,-39.65625,-34.9375,-45.1625022888,1.04796,10.9383066667,1.604424,-53.53125,-46.0312538147,-73.8562515259,2.07579094507,2.38038400628,2.16517516884,-89.8125,-73.7110214233,Htr3a-Cre_NO152,cre reporter positive,85.1937534332,,Inhibitory
,,0.0,1.0408,6.39712,1.025204,-51.28125,-42.5,-55.5000038147,314.564928,0.0092,1.03916,6.39482,1.02348,32.15625,18.5,37.3500015259,247.500106692,0.0381813310087,1.6977,-69.5375015259,90.0,134.375,270.0,1.03874,6.3937,1.023096,-43.0,-30.5312519073,-47.3250038147,1.04094,6.3981,1.6977,-51.3437538147,-42.7812538147,-69.5375015259,3.18086207821,1.49775618968,3.3363243934,-95.65625,-68.6338882446,Chat-IRES-Cre-neo,cre reporter positive,92.8500053406,,Inhibitory
0.16351875791,39.7716666667,0.0659974369927,1.09285,6.878055,1.02423583333,-55.5,-53.90625,-59.9270839691,190.409872,0.02923,1.09202,6.87723,1.02342166667,18.75,22.0104179382,25.6927086512,143.74999702,0.0830477774143,1.39934416667,-71.5052083333,90.0,146.416666667,550.0,1.09161,6.87676166667,1.02299666667,-43.6562538147,-37.4583333333,-47.6406256358,1.09293,6.87809166667,1.39934416667,-55.65625,-54.0312512716,-71.5052083333,1.39652505926,1.20203389784,1.33850405863,-91.375,-70.9986572266,Sst-IRES-Cre,cre reporter positive,85.6197926203,25.1435276369,Inhibitory
0.0141153753538,34.3007142857,0.446486486486,1.089295,3.83761333333,1.02460125,-53.75,-53.1458346049,-58.773440361,246.92152,0.02504,1.0882,3.83644166667,1.02328875,12.8125,14.8333336512,10.8984382153,249.330356717,0.125099852681,1.33669875,-65.5078144073,70.0,70.375,440.0,1.0878,3.83602333333,1.022935,-39.625,-35.9375,-42.0859375,1.089365,3.83766666667,1.33669875,-53.84375,-53.2291666667,-65.5078144073,1.6605080463,1.55796621217,1.63105249517,-94.46875,-65.5227432251,Sst-IRES-Cre,cre reporter positive,69.6718785763,29.1539118302,Inhibitory
0.00915259214489,55.5352941176,0.278333333333,1.21902,3.03753333333,1.02632,-51.5000038147,-50.3750012716,-51.7395858765,190.132208,0.02666,1.2154,3.0343,1.02359333333,42.5625038147,46.4583346049,41.1458346049,150.156363845,0.0869927704334,1.84056666667,-66.3125025431,50.0,50.3333333333,300.0,1.21486,3.03375333333,1.02313333333,-46.0000038147,-45.4687525431,-47.0208346049,1.2419,3.07524666667,1.84056666667,-55.84375,-54.2916692098,-66.3125025431,4.04313819034,4.36522318077,4.13871992427,-83.9375,-66.0966186523,Ctgf-T2A-dgCre,cre reporter positive,92.8854204814,18.0065671009,Excitatory
0.0118933290934,7.44111111111,0.966250045268,1.028925,,1.02387,-59.3125038147,,-59.3203163147,308.718176,0.00525,1.028155,,1.02311375,7.8125,,10.0703132153,235.156059265,0.104289278388,1.35122625,-67.5781269073,150.0,,300.0,1.0277,,1.022875,-34.5625038147,,-40.367190361,1.02897,,1.35122625,-59.4375038147,,-67.5781269073,1.13391263136,,1.40947739241,-99.2187576294,-66.3197097778,Pvalb-IRES-Cre,cre reporter positive,69.39062953,134.388532179,Inhibitory
0.0549845832295,26.0741666667,0.0354910737915,1.090215,3.39117666667,1.02427083333,-45.9062538147,-42.8750025431,-52.7500019073,271.40336,0.01764,1.089095,3.38986333333,1.02324666667,36.625,32.7291692098,40.791668574,263.750106096,0.0334620662034,1.61669583333,-67.2447954814,70.0,59.25,350.0,1.08876,3.38945833333,1.02297,-34.9062538147,-32.4479179382,-41.6979192098,1.097415,3.406125,1.61669583333,-46.59375,-46.0000025431,-67.2447954814,2.34738056593,2.06929940294,2.38960234474,-94.21875,-66.1558990479,Htr3a-Cre_NO152,cre reporter positive,93.5416704814,38.3521365336,Inhibitory
0.0399574817659,103.737777778,0.135894039735,1.17924,4.19913333333,1.025356,-52.4687538147,-52.1666704814,-55.8750015259,184.994368,0.05102,1.17666,4.1964,1.023528,37.875,34.5833333333,35.4687515259,184.843823314,0.137442618608,1.260108,-77.075,70.0,79.375,780.0,1.17622,4.19586666667,1.023136,-41.46875,-40.1250025431,-47.4312507629,1.22168,4.23719333333,1.260108,-63.3125,-60.1666704814,-77.0750015259,4.03911833869,3.5062108851,3.54005132791,-94.5000076294,-76.536239624,Rorb-IRES2-Cre,cre reporter positive,91.3437530518,9.6396898162,Excitatory
0.174034524966,124.386666667,0.111904765711,1.1122,4.03965333333,1.02513875,-50.3125,-49.7083333333,-52.671875,364.885504,0.044125,1.109215,4.03742333333,1.0234075,38.53125,42.8333333333,42.3359375,169.999882579,0.0129319084808,1.63630625,-79.0546894073,130.0,75.4166666667,880.0,1.10882,4.037025,1.02305125,-36.21875,-36.6354179382,-48.0390644073,1.12402,4.06191666667,1.63630625,-54.53125,-57.0833346049,-79.0546894073,4.14737915491,3.88163945586,4.29680332701,-96.6562576294,-78.5291442871,Rorb-IRES2-Cre,cre reporter positive,95.0078125,8.03944688605,Excitatory
0.109690434427,75.0622727273,0.113037975546,1.09375,1.86675,1.02415625,-61.0,-59.2291679382,-62.500002861,438.913472,0.007175,1.09248,1.86562,1.02304625,13.5625,25.4479179382,22.9531259537,454.53119278,0.00303306360729,1.78035875,-65.8281269073,20.0,21.125,160.0,1.091985,1.86521166667,1.022685,-51.2500038147,-48.0312512716,-49.3671894073,1.09393,1.86682166667,1.78035875,-61.2187538147,-59.3541692098,-65.8281269073,1.80789499245,1.9957399011,1.95410241905,-97.125,-64.803352356,Htr3a-Cre_NO152,cre reporter positive,85.4531288147,13.3222718107,Inhibitory
